,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
281,42,govt,97688,Graduate,10,Married,Blue-Collar,Family,White,Male,5178,0,40,US,>50K
282,34,private,175413,Graduate,12,Separated,White-Collar,Not-Family,Black,Female,0,0,45,US,<=50K
283,60,private,173960,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,42,US,<=50K
284,21,private,205759,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
285,57,govt,425161,Graduate,14,Married,White-Collar,Family,White,Male,15024,0,40,US,>50K
286,41,private,220531,Graduate,15,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
287,50,private,176609,Graduate,10,Separated,Service,Not-Family,White,Male,0,0,45,US,<=50K
288,25,private,371987,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
289,50,private,193884,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
290,36,private,200352,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,US,<=50K
291,31,private,127595,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
292,29,govt,220419,Graduate,13,Single,Service,Not-Family,White,Male,0,0,56,US,<=50K
293,21,private,231931,Graduate,10,Single,White-Collar,Family,White,Male,0,0,45,US,<=50K
294,27,private,248402,Graduate,13,Single,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
295,65,private,111095,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,16,US,<=50K
296,37,self_emp,57424,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,60,US,<=50K
297,39,,157443,Graduate,14,Married,,Family,Asian-Pac-Islander,Female,3464,0,40,,<=50K
298,24,private,278130,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
299,38,private,169469,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,80,US,<=50K
300,48,private,146268,Graduate,13,Married,White-Collar,Family,White,Male,7688,0,40,US,>50K
301,21,private,153718,Graduate,10,Single,Service,Not-Family,Asian-Pac-Islander,Female,0,0,25,US,<=50K
302,31,private,217460,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,>50K
303,55,private,238638,NonGraduate,9,Married,White-Collar,Family,White,Male,4386,0,40,US,>50K
304,24,private,303296,Graduate,10,Married,White-Collar,Family,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
305,43,private,173321,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
306,26,private,193945,Graduate,12,Single,White-Collar,Not-Family,White,Male,0,0,45,US,<=50K
307,46,private,83082,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,33,US,<=50K
308,35,private,193815,Graduate,12,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
309,41,self_emp,34987,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,54,US,>50K
310,26,private,59306,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
311,34,private,142897,Graduate,14,Married,White-Collar,Family,Asian-Pac-Islander,Male,7298,0,35,Non-US,>50K
312,19,,860348,Graduate,10,Single,,Family,Black,Female,0,0,25,US,<=50K
313,36,self_emp,205607,Graduate,13,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,>50K
314,22,private,199698,Graduate,10,Single,White-Collar,Family,White,Male,0,0,15,US,<=50K
315,24,private,191954,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
316,77,self_emp,138714,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
317,22,private,399087,NonGraduate,3,Married,Blue-Collar,Family,White,Female,0,0,40,Non-US,<=50K
318,29,private,423158,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
319,62,private,159841,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,24,US,<=50K
320,39,self_emp,174308,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
321,43,private,50356,Graduate,10,Married,Blue-Collar,Family,White,Male,0,1485,50,US,<=50K
322,35,private,186110,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,45,US,<=50K
323,29,private,200381,NonGraduate,7,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
324,76,self_emp,174309,Graduate,14,Married,Blue-Collar,Family,White,Male,0,0,10,US,<=50K
325,63,self_emp,78383,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
326,23,,211601,Graduate,11,Single,,Family,Black,Female,0,0,15,US,<=50K
327,43,private,187728,Graduate,10,Married,White-Collar,Family,White,Female,0,1887,50,US,>50K
328,58,self_emp,321171,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
329,66,private,127921,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,2050,0,55,US,<=50K
330,41,private,206565,Graduate,10,Single,Blue-Collar,Not-Family,Black,Male,0,0,45,US,<=50K
331,26,private,224563,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
332,47,private,178686,Graduate,11,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
333,55,govt,98545,NonGraduate,6,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
334,53,private,242606,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
335,17,private,270942,NonGraduate,3,Single,Service,Family,White,Male,0,0,48,Non-US,<=50K
336,30,private,94235,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
337,49,private,71195,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,0,60,US,<=50K
338,19,private,104112,NonGraduate,9,Single,White-Collar,Not-Family,Black,Male,0,0,30,Non-US,<=50K
339,45,private,261192,NonGraduate,9,Married,Service,Family,Black,Male,0,0,40,US,<=50K
340,26,private,94936,Graduate,12,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
341,38,private,296478,Graduate,11,Married,Blue-Collar,Family,White,Male,7298,0,40,US,>50K
342,36,govt,119272,NonGraduate,9,Married,Service,Family,White,Male,7298,0,40,US,>50K
343,33,private,85043,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,20,US,<=50K
344,22,govt,293364,Graduate,10,Single,Service,Family,Black,Female,0,0,40,US,<=50K
345,43,self_emp,241895,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,42,US,<=50K
346,67,,36135,NonGraduate,7,Married,,Family,White,Male,0,0,8,US,<=50K
347,30,,151989,Graduate,11,Separated,,Not-Family,White,Female,0,0,40,US,<=50K
348,56,private,101128,Graduate,12,Separated,Service,Not-Family,White,Male,0,0,25,Non-US,<=50K
349,31,private,156464,Graduate,13,Single,White-Collar,Family,White,Male,0,0,25,US,<=50K
350,33,private,117963,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
351,26,private,192262,NonGraduate,9,Married,Service,Family,White,Male,0,0,40,US,<=50K
352,33,private,111363,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
353,46,govt,329752,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,30,US,<=50K
354,59,,372020,Graduate,13,Married,,Family,White,Male,0,0,40,US,>50K
355,38,govt,95432,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
356,65,private,161400,NonGraduate,7,Separated,Service,Not-Family,Other,Male,0,0,40,US,<=50K
357,40,private,96129,Graduate,11,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
358,42,private,111949,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,35,US,<=50K
359,26,self_emp,117125,NonGraduate,5,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
360,36,private,348022,NonGraduate,6,Married,Service,Family,White,Female,0,0,24,US,<=50K
361,62,private,270092,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
362,43,private,180609,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
363,43,private,174575,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,1564,45,US,>50K
364,22,private,410439,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,55,US,<=50K
365,28,private,92262,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
366,56,self_emp,183081,Graduate,10,Married,White-Collar,Family,White,Male,0,0,45,US,<=50K
367,22,private,362589,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,15,US,<=50K
368,57,private,212448,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,45,US,>50K
369,39,private,481060,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
370,26,govt,185885,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,15,US,<=50K
371,17,private,89821,NonGraduate,7,Single,Service,Family,White,Male,0,0,10,US,<=50K
372,40,govt,184018,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,38,US,>50K
373,45,private,256649,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
374,44,private,160323,NonGraduate,9,Single,Blue-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
375,20,govt,350845,Graduate,10,Single,White-Collar,Family,White,Female,0,0,10,US,<=50K
376,33,private,267404,NonGraduate,9,Married,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
377,23,private,35633,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
378,46,self_emp,80914,Graduate,14,Separated,White-Collar,Not-Family,White,Male,0,0,30,US,<=50K
379,38,private,172927,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
380,54,private,174319,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
381,46,private,214955,NonGraduate,3,Separated,Blue-Collar,Not-Family,White,Female,0,2339,45,US,<=50K
382,25,private,344991,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
383,46,private,108699,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
384,36,govt,117312,Graduate,10,Married,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
385,23,private,396099,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,25,US,<=50K
386,29,private,134152,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
387,44,private,162028,Graduate,10,Married,White-Collar,Family,White,Female,0,2415,6,US,>50K
388,19,private,25429,Graduate,10,Single,White-Collar,Family,White,Female,0,0,16,US,<=50K
389,19,private,232392,NonGraduate,9,Single,Service,Family,White,Female,0,0,40,US,<=50K
390,35,private,220098,NonGraduate,9,Married,Service,Family,White,Female,0,0,40,US,>50K
391,27,private,301302,Graduate,13,Single,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
392,46,self_emp,277946,Graduate,12,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
393,34,govt,98101,Graduate,13,Married,White-Collar,Family,White,Male,7688,0,45,,>50K
394,34,private,196164,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,35,US,<=50K
395,44,private,115562,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
396,45,private,96975,Graduate,10,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
397,20,,137300,NonGraduate,9,Single,,Family,White,Female,0,0,35,US,<=50K
398,25,private,86872,Graduate,13,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
399,52,self_emp,132178,Graduate,13,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
400,20,private,416103,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
401,28,private,108574,Graduate,10,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
402,50,govt,288353,Graduate,13,Married,Service,Family,White,Male,0,0,40,US,>50K
403,34,private,227689,Graduate,11,Separated,White-Collar,Not-Family,White,Female,0,0,64,US,<=50K
404,28,private,166481,NonGraduate,4,Married,Blue-Collar,Family,Other,Male,0,2179,40,Non-US,<=50K
405,41,private,445382,Graduate,14,Married,White-Collar,Family,White,Male,0,1977,65,US,>50K
406,28,private,110145,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
407,46,self_emp,317253,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,25,US,<=50K
408,28,,123147,Graduate,10,Married,,Family,White,Female,0,1887,40,US,>50K
409,32,private,364657,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
410,41,govt,42346,Graduate,10,Separated,Service,Not-Family,Black,Female,0,0,24,US,<=50K
411,24,private,241951,NonGraduate,9,Single,Blue-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
412,33,private,118500,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
413,46,private,188386,Graduate,16,Married,White-Collar,Family,White,Male,15024,0,60,US,>50K
414,31,govt,1033222,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
415,35,private,92440,NonGraduate,8,Separated,Blue-Collar,Not-Family,White,Male,0,0,50,US,>50K
416,52,private,190762,NonGraduate,2,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
417,30,private,426017,NonGraduate,7,Single,Service,Family,White,Female,0,0,19,US,<=50K
418,34,govt,243867,NonGraduate,7,Separated,Blue-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
419,34,govt,240283,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
420,20,private,61777,Graduate,10,Married,White-Collar,Family,White,Male,0,0,30,US,<=50K
421,17,private,175024,NonGraduate,7,Single,Blue-Collar,Family,White,Male,2176,0,18,US,<=50K
422,32,govt,92003,Graduate,13,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
423,29,private,188401,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
424,33,private,228528,NonGraduate,6,Single,Blue-Collar,Not-Family,White,Female,0,0,35,US,<=50K
425,25,private,133373,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
426,36,govt,255191,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,1408,40,US,<=50K
427,23,private,204653,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,72,Non-US,<=50K
428,63,self_emp,222289,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
429,47,govt,287480,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
430,80,,107762,NonGraduate,9,Separated,,Not-Family,White,Male,0,0,24,US,<=50K
431,17,,202521,NonGraduate,7,Single,,Family,White,Male,0,0,40,US,<=50K
432,40,self_emp,204116,Graduate,13,Separated,White-Collar,Not-Family,White,Female,2174,0,40,US,<=50K
433,30,private,29662,Graduate,12,Married,Service,Family,White,Female,0,0,25,US,>50K
434,27,private,116358,Graduate,10,Single,Blue-Collar,Family,Asian-Pac-Islander,Male,0,1980,40,Non-US,<=50K
435,33,private,208405,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
436,34,govt,284843,NonGraduate,9,Single,Blue-Collar,Not-Family,Black,Male,594,0,60,US,<=50K
437,34,govt,117018,Graduate,10,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
438,23,private,81281,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
439,42,govt,340148,Graduate,10,Married,White-Collar,Family,White,Female,0,0,40,US,<=50K
440,29,private,363425,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
441,45,private,45857,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,28,US,<=50K
442,24,govt,191073,NonGraduate,9,Single,Service,Family,White,Male,0,0,40,US,<=50K
443,44,private,116632,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
444,27,private,405855,NonGraduate,5,Single,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
445,20,private,298227,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,35,US,<=50K
446,44,private,290521,NonGraduate,9,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
447,51,private,56915,NonGraduate,9,Married,Blue-Collar,Family,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
448,20,private,146538,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
449,17,,258872,NonGraduate,7,Single,,Family,White,Female,0,0,5,US,<=50K
450,19,private,206399,NonGraduate,9,Single,Blue-Collar,Family,Black,Female,0,0,40,US,<=50K
451,45,self_emp,197332,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,55,US,>50K
452,60,private,245062,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
453,42,private,197583,Graduate,12,Married,White-Collar,Family,Black,Male,0,0,40,,>50K
454,44,self_emp,234885,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
455,40,private,72887,Graduate,11,Married,Blue-Collar,Family,Asian-Pac-Islander,Male,0,0,40,US,>50K
456,30,private,180374,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,40,US,<=50K
457,38,private,351299,Graduate,10,Married,Blue-Collar,Family,Black,Male,0,0,50,US,<=50K
458,23,private,54012,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
459,32,,115745,Graduate,10,Married,,Family,White,Male,0,0,40,US,<=50K
460,44,private,116632,Graduate,12,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
461,54,govt,288825,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
462,32,private,132601,Graduate,13,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
463,50,private,193374,NonGraduate,2,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
464,24,private,170070,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,20,US,<=50K
465,37,private,126708,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,60,US,<=50K
466,52,private,35598,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
467,38,private,33983,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
468,49,private,192776,Graduate,14,Married,White-Collar,Family,White,Male,0,1977,45,US,>50K
469,30,private,118551,Graduate,13,Married,White-Collar,Family,White,Female,0,0,16,US,>50K
470,60,private,201965,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,40,US,>50K
471,22,,139883,Graduate,10,Single,,Family,White,Male,0,0,40,US,<=50K
472,35,private,285020,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
473,30,private,303990,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,60,US,<=50K
474,67,private,49401,Graduate,11,Separated,Service,Not-Family,White,Female,0,0,24,US,<=50K
475,46,private,279196,Graduate,13,Single,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
476,17,private,211870,NonGraduate,5,Single,Service,Not-Family,White,Male,0,0,6,US,<=50K
477,22,private,281432,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,30,US,<=50K
478,27,private,161155,NonGraduate,6,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
479,23,private,197904,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,35,US,<=50K
480,33,private,111746,Graduate,12,Married,Blue-Collar,Family,White,Male,0,0,45,Non-US,<=50K
481,43,self_emp,170721,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,20,US,<=50K
482,28,govt,70100,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,20,US,<=50K
483,41,private,193626,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
484,52,,271749,NonGraduate,8,Single,,Family,Black,Male,594,0,40,US,<=50K
485,25,private,189775,Graduate,10,Separated,White-Collar,Family,Black,Female,0,0,20,US,<=50K
486,63,,401531,NonGraduate,2,Married,,Family,White,Male,0,0,35,US,<=50K
487,59,govt,286967,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
488,45,govt,164427,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
489,38,private,91039,Graduate,13,Married,White-Collar,Family,White,Male,15024,0,60,US,>50K
490,40,private,347934,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,35,US,<=50K
491,46,govt,371373,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
492,35,private,32220,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,60,US,<=50K
493,34,private,187251,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,25,US,<=50K
494,33,private,178107,Graduate,13,Single,Blue-Collar,Family,White,Male,0,0,20,US,<=50K
495,41,private,343121,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,36,US,<=50K
496,20,private,262749,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
